No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"938","HGKGF","Power Assets Holdings Limited","15.48B","6.97","0.80%","104.08M"
"939","HGKGY","Power Assets Holdings Limited","15.48B","7.19","-1.43%","104.08M"
"940","GPFOF","Grupo Financiero Inbursa, S.A.B. de C.V.","15.47B","2.650","-1.85%","3.04B"
"941","BPCGF","Banco Comercial Português, S.A.","15.43B","0.960","4.45%","4.11B"
"942","BPCGY","Banco Comercial Português, S.A.","15.43B","10.22","-3.59%","4.11B"
"943","SGIOF","Shionogi & Co., Ltd.","15.41B","18.00","-","2.95B"
"944","SGIOY","Shionogi & Co., Ltd.","15.41B","9.19","-0.35%","2.95B"
"945","NPCPF","Nippon Paint Holdings Co., Ltd.","15.38B","6.13","-","11.72B"
"946","NPPHY","Nippon Paint Holdings Co., Ltd.","15.38B","3.080","-","11.72B"
"947","HUNGF","Huaneng Power International, Inc.","15.35B","0.745","6.82%","32.89B"
"948","WLMIF","Wilmar International Limited","15.35B","2.510","14.09%","69.34B"
"949","WLMIY","Wilmar International Limited","15.35B","24.61","-0.57%","69.34B"
"950","CTTAF","Continental Aktiengesellschaft","15.34B","78.71","-1.12%","46.39B"
"951","CTTAY","Continental Aktiengesellschaft","15.34B","7.75","-1.38%","46.39B"
"952","SVTMF","SM Investments Corporation","15.26B","11.81","-1.17%","11.58B"
"953","IFJPY","Informa plc","15.25B","23.97","-0.37%","5.33B"
"954","IFPJF","Informa plc","15.25B","12.00","-","5.33B"
"955","KPELF","Keppel Ltd.","15.23B","7.70","-","5.05B"
"956","KPELY","Keppel Ltd.","15.23B","16.78","0.42%","5.05B"
"957","ASBRF","Asahi Group Holdings, Ltd.","15.23B","10.75","-","20.24B"
"958","UNBLF","Unibail-Rodamco-Westfield SE","15.23B","109.29","-","4.24B"
"959","BKZHY","Santander Bank Polska S.A.","15.20B","25.87","-5.18%","4.65B"
"960","BMBOY","Grupo Bimbo, S.A.B. de C.V.","15.20B","14.21","1.72%","23.36B"
"961","GRBMF","Grupo Bimbo, S.A.B. de C.V.","15.20B","3.520","-","23.36B"
"962","MPFRF","Mapfre, S.A.","15.16B","4.380","-","35.65B"
"963","MPFRY","Mapfre, S.A.","15.16B","9.06","-","35.65B"
"964","TGVSY","Tryg A/S","15.12B","5.00","-","6.46B"
"965","KGSPF","Kingspan Group plc","15.10B","84.60","0.02%","10.52B"
"966","KGSPY","Kingspan Group plc","15.10B","84.10","-0.12%","10.52B"
"967","HWLDF","H World Group Limited","15.09B","5.04","-","3.48B"
"968","UPMKF","UPM-Kymmene Oyj","15.08B","30.17","-","11.70B"
"969","UPMMY","UPM-Kymmene Oyj","15.08B","28.59","0.60%","11.70B"
"970","BKPKF","Bank Polska Kasa Opieki S.A.","15.02B","58.66","-","4.37B"
"971","JRONY","Jerónimo Martins, SGPS, S.A.","15.00B","47.55","-","41.34B"
"972","MTRAF","Metro Inc.","14.96B","71.23","0.64%","15.78B"
"973","SKHSF","Sekisui House, Ltd.","14.96B","23.82","5.41%","26.80B"
"974","SKHSY","Sekisui House, Ltd.","14.96B","23.04","1.14%","26.80B"
"975","WIGBY","WiseTech Global Limited","14.93B","45.93","-","778.70M"
"976","WTCHF","WiseTech Global Limited","14.93B","44.75","-0.56%","778.70M"
"977","SOMLF","SECOM CO., LTD.","14.90B","33.35","-","8.33B"
"978","SOMLY","SECOM CO., LTD.","14.90B","9.15","0.88%","8.33B"
"979","BKNIY","Bankinter, S.A.","14.85B","16.51","-0.51%","3.11B"
